airportcode,passengers2019,quarter,fareinflationadj,winter,spring,summer,fall,northeast,midwest,south,west
LAX," 1,401,452 ",1,446.50,1,0,0,0,0,0,0,1
ORD," 1,118,136 ",1,425.45,1,0,0,0,0,1,0,0
DEN," 1,035,031 ",1,368.62,1,0,0,0,0,0,0,1
ATL," 980,434 ",1,464.88,1,0,0,0,0,0,1,0
BOS," 935,978 ",1,426.99,1,0,0,0,1,0,0,0
SFO," 912,366 ",1,462.67,1,0,0,0,0,0,0,1
SEA," 902,901 ",1,400.03,1,0,0,0,0,0,0,1
EWR," 849,241 ",1,517.30,1,0,0,0,1,0,0,0
DFW," 819,377 ",1,463.02,1,0,0,0,0,0,1,0
JFK," 760,592 ",1,480.22,1,0,0,0,1,0,0,0
LGA," 720,310 ",1,423.42,1,0,0,0,1,0,0,0
MCO," 709,887 ",1,340.18,1,0,0,0,0,0,1,0
PHX," 701,600 ",1,391.13,1,0,0,0,0,0,0,1
MSP," 644,236 ",1,487.12,1,0,0,0,0,1,0,0
LAS," 631,585 ",1,284.61,1,0,0,0,0,0,0,1
PHL," 607,992 ",1,467.78,1,0,0,0,1,0,0,0
SAN," 568,746 ",1,400.40,1,0,0,0,0,0,0,1
DTW," 565,317 ",1,464.08,1,0,0,0,0,1,0,0
FLL," 536,275 ",1,319.06,1,0,0,0,0,0,1,0
BWI," 536,148 ",1,365.73,1,0,0,0,0,0,1,0
DCA," 516,863 ",1,405.54,1,0,0,0,0,0,1,0
IAH," 498,139 ",1,508.83,1,0,0,0,0,0,1,0
PDX," 481,330 ",1,401.95,1,0,0,0,0,0,0,1
TPA," 452,816 ",1,361.69,1,0,0,0,0,0,1,0
AUS," 412,378 ",1,429.19,1,0,0,0,0,0,1,0
SLC," 391,333 ",1,437.16,1,0,0,0,0,0,0,1
CLT," 386,574 ",1,506.97,1,0,0,0,0,0,1,0
SJC," 384,362 ",1,355.30,1,0,0,0,0,0,0,1
RDU," 364,230 ",1,431.47,1,0,0,0,0,0,1,0
MIA," 353,159 ",1,463.92,1,0,0,0,0,0,1,0
SMF," 353,135 ",1,403.36,1,0,0,0,0,0,0,1
BNA," 351,195 ",1,424.31,1,0,0,0,0,0,1,0
MDW," 339,365 ",1,348.24,1,0,0,0,0,1,0,0
OAK," 330,576 ",1,320.25,1,0,0,0,0,0,0,1
STL," 315,638 ",1,418.61,1,0,0,0,0,1,0,0
MCI," 299,998 ",1,418.89,1,0,0,0,0,1,0,0
HNL," 295,221 ",1,389.94,1,0,0,0,0,0,0,1
IAD," 283,462 ",1,501.33,1,0,0,0,0,0,1,0
DAL," 279,833 ",1,305.84,1,0,0,0,0,0,1,0
CLE," 275,412 ",1,420.50,1,0,0,0,0,1,0,0
MSY," 267,473 ",1,375.28,1,0,0,0,0,0,1,0
IND," 266,197 ",1,438.58,1,0,0,0,0,1,0,0
PIT," 264,483 ",1,432.50,1,0,0,0,1,0,0,0
SNA," 253,110 ",1,412.14,1,0,0,0,0,0,0,1
CVG," 250,926 ",1,511.64,1,0,0,0,0,1,0,0
SAT," 238,614 ",1,442.02,1,0,0,0,0,0,1,0
HOU," 235,116 ",1,370.75,1,0,0,0,0,0,1,0
CMH," 231,767 ",1,452.97,1,0,0,0,0,1,0,0
BDL," 206,307 ",1,425.31,1,0,0,0,1,0,0,0
SJU," 200,811 ",1,379.91,1,0,0,0,0,0,1,0
MKE," 196,915 ",1,404.74,1,0,0,0,0,1,0,0
RSW," 178,463 ",1,350.23,1,0,0,0,0,0,1,0
JAX," 172,463 ",1,423.53,1,0,0,0,0,0,1,0
BUR," 167,487 ",1,309.55,1,0,0,0,0,0,0,1
PBI," 158,587 ",1,382.09,1,0,0,0,0,0,1,0
ONT," 157,682 ",1,380.30,1,0,0,0,0,0,0,1
BUF," 144,958 ",1,380.03,1,0,0,0,1,0,0,0
OMA," 140,073 ",1,447.44,1,0,0,0,0,1,0,0
ABQ," 128,946 ",1,416.71,1,0,0,0,0,0,0,1
RIC," 126,251 ",1,456.61,1,0,0,0,0,0,1,0
MEM," 124,411 ",1,484.31,1,0,0,0,0,0,1,0
PVD," 117,256 ",1,382.60,1,0,0,0,1,0,0,0
OKC," 117,098 ",1,465.14,1,0,0,0,0,0,1,0
BOI," 112,882 ",1,418.71,1,0,0,0,0,0,0,1
ORF," 109,959 ",1,488.26,1,0,0,0,0,0,1,0
GRR," 108,277 ",1,460.23,1,0,0,0,0,1,0,0
SDF," 107,604 ",1,461.03,1,0,0,0,0,0,1,0
GEG," 107,090 ",1,398.29,1,0,0,0,0,0,0,1
CHS," 106,675 ",1,434.44,1,0,0,0,0,0,1,0
ANC," 106,205 ",1,591.72,1,0,0,0,0,0,0,1
RNO," 101,528 ",1,393.59,1,0,0,0,0,0,0,1
LGB," 99,852 ",1,263.38,1,0,0,0,0,0,0,1
OGG," 99,815 ",1,340.62,1,0,0,0,0,0,0,1
ELP," 97,152 ",1,440.34,1,0,0,0,0,0,1,0
TUS," 96,391 ",1,440.97,1,0,0,0,0,0,0,1
ALB," 89,018 ",1,471.83,1,0,0,0,1,0,0,0
DSM," 83,986 ",1,453.06,1,0,0,0,0,1,0,0
BHM," 83,344 ",1,473.62,1,0,0,0,0,0,1,0
TUL," 81,978 ",1,478.08,1,0,0,0,0,0,1,0
SYR," 77,477 ",1,472.74,1,0,0,0,1,0,0,0
ROC," 76,097 ",1,431.99,1,0,0,0,1,0,0,0
GSP," 68,771 ",1,468.92,1,0,0,0,0,0,1,0
MSN," 67,555 ",1,572.89,1,0,0,0,0,1,0,0
TYS," 65,985 ",1,522.09,1,0,0,0,0,0,1,0
LIT," 59,997 ",1,483.36,1,0,0,0,0,0,1,0
KOA," 58,932 ",1,343.29,1,0,0,0,0,0,0,1
PWM," 58,841 ",1,460.51,1,0,0,0,1,0,0,0
SAV," 58,711 ",1,507.73,1,0,0,0,0,0,1,0
GSO," 56,458 ",1,503.56,1,0,0,0,0,0,1,0
HPN," 55,315 ",1,450.24,1,0,0,0,1,0,0,0
SFB," 52,979 ",1,128.79,1,0,0,0,0,0,1,0
PNS," 51,668 ",1,499.10,1,0,0,0,0,0,1,0
LIH," 50,998 ",1,305.05,1,0,0,0,0,0,0,1
FAT," 50,668 ",1,477.47,1,0,0,0,0,0,0,1
MHT," 50,192 ",1,412.30,1,0,0,0,1,0,0,0
ICT," 49,142 ",1,440.47,1,0,0,0,0,1,0,0
DAY," 46,771 ",1,471.78,1,0,0,0,0,1,0,0
XNA," 46,289 ",1,564.00,1,0,0,0,0,0,1,0
ISP," 46,103 ",1,344.51,1,0,0,0,1,0,0,0
PIE," 44,522 ",1,126.23,1,0,0,0,0,0,1,0
LAX," 1,401,452 ",2,450.93,0,1,0,0,0,0,0,1
ORD," 1,118,136 ",2,409.13,0,1,0,0,0,1,0,0
DEN," 1,035,031 ",2,365.64,0,1,0,0,0,0,0,1
ATL," 980,434 ",2,432.29,0,1,0,0,0,0,1,0
BOS," 935,978 ",2,421.90,0,1,0,0,1,0,0,0
SFO," 912,366 ",2,477.87,0,1,0,0,0,0,0,1
SEA," 902,901 ",2,404.83,0,1,0,0,0,0,0,1
EWR," 849,241 ",2,517.44,0,1,0,0,1,0,0,0
DFW," 819,377 ",2,441.51,0,1,0,0,0,0,1,0
JFK," 760,592 ",2,471.58,0,1,0,0,1,0,0,0
LGA," 720,310 ",2,416.83,0,1,0,0,1,0,0,0
MCO," 709,887 ",2,321.30,0,1,0,0,0,0,1,0
PHX," 701,600 ",2,388.81,0,1,0,0,0,0,0,1
MSP," 644,236 ",2,471.44,0,1,0,0,0,1,0,0
LAS," 631,585 ",2,276.01,0,1,0,0,0,0,0,1
PHL," 607,992 ",2,451.17,0,1,0,0,1,0,0,0
SAN," 568,746 ",2,407.40,0,1,0,0,0,0,0,1
DTW," 565,317 ",2,463.10,0,1,0,0,0,1,0,0
FLL," 536,275 ",2,293.71,0,1,0,0,0,0,1,0
BWI," 536,148 ",2,362.20,0,1,0,0,0,0,1,0
DCA," 516,863 ",2,401.29,0,1,0,0,0,0,1,0
IAH," 498,139 ",2,494.29,0,1,0,0,0,0,1,0
PDX," 481,330 ",2,402.28,0,1,0,0,0,0,0,1
TPA," 452,816 ",2,347.96,0,1,0,0,0,0,1,0
AUS," 412,378 ",2,408.90,0,1,0,0,0,0,1,0
SLC," 391,333 ",2,427.89,0,1,0,0,0,0,0,1
CLT," 386,574 ",2,495.44,0,1,0,0,0,0,1,0
SJC," 384,362 ",2,379.59,0,1,0,0,0,0,0,1
RDU," 364,230 ",2,425.50,0,1,0,0,0,0,1,0
MIA," 353,159 ",2,406.37,0,1,0,0,0,0,1,0
SMF," 353,135 ",2,412.86,0,1,0,0,0,0,0,1
BNA," 351,195 ",2,426.85,0,1,0,0,0,0,1,0
MDW," 339,365 ",2,338.22,0,1,0,0,0,1,0,0
OAK," 330,576 ",2,341.85,0,1,0,0,0,0,0,1
STL," 315,638 ",2,412.40,0,1,0,0,0,1,0,0
MCI," 299,998 ",2,408.14,0,1,0,0,0,1,0,0
HNL," 295,221 ",2,439.45,0,1,0,0,0,0,0,1
IAD," 283,462 ",2,490.66,0,1,0,0,0,0,1,0
DAL," 279,833 ",2,307.39,0,1,0,0,0,0,1,0
CLE," 275,412 ",2,401.54,0,1,0,0,0,1,0,0
MSY," 267,473 ",2,374.28,0,1,0,0,0,0,1,0
IND," 266,197 ",2,418.67,0,1,0,0,0,1,0,0
PIT," 264,483 ",2,423.73,0,1,0,0,1,0,0,0
SNA," 253,110 ",2,422.39,0,1,0,0,0,0,0,1
CVG," 250,926 ",2,472.11,0,1,0,0,0,1,0,0
SAT," 238,614 ",2,439.64,0,1,0,0,0,0,1,0
HOU," 235,116 ",2,377.97,0,1,0,0,0,0,1,0
CMH," 231,767 ",2,442.68,0,1,0,0,0,1,0,0
BDL," 206,307 ",2,440.93,0,1,0,0,1,0,0,0
SJU," 200,811 ",2,369.16,0,1,0,0,0,0,1,0
MKE," 196,915 ",2,392.19,0,1,0,0,0,1,0,0
RSW," 178,463 ",2,348.58,0,1,0,0,0,0,1,0
JAX," 172,463 ",2,420.62,0,1,0,0,0,0,1,0
BUR," 167,487 ",2,320.79,0,1,0,0,0,0,0,1
PBI," 158,587 ",2,359.94,0,1,0,0,0,0,1,0
ONT," 157,682 ",2,390.58,0,1,0,0,0,0,0,1
BUF," 144,958 ",2,352.21,0,1,0,0,1,0,0,0
OMA," 140,073 ",2,439.96,0,1,0,0,0,1,0,0
ABQ," 128,946 ",2,417.86,0,1,0,0,0,0,0,1
RIC," 126,251 ",2,474.47,0,1,0,0,0,0,1,0
MEM," 124,411 ",2,452.88,0,1,0,0,0,0,1,0
PVD," 117,256 ",2,409.90,0,1,0,0,1,0,0,0
OKC," 117,098 ",2,460.11,0,1,0,0,0,0,1,0
BOI," 112,882 ",2,412.63,0,1,0,0,0,0,0,1
ORF," 109,959 ",2,494.78,0,1,0,0,0,0,1,0
GRR," 108,277 ",2,463.65,0,1,0,0,0,1,0,0
SDF," 107,604 ",2,477.28,0,1,0,0,0,0,1,0
GEG," 107,090 ",2,420.25,0,1,0,0,0,0,0,1
CHS," 106,675 ",2,437.27,0,1,0,0,0,0,1,0
ANC," 106,205 ",2,503.64,0,1,0,0,0,0,0,1
RNO," 101,528 ",2,388.01,0,1,0,0,0,0,0,1
LGB," 99,852 ",2,278.11,0,1,0,0,0,0,0,1
OGG," 99,815 ",2,361.50,0,1,0,0,0,0,0,1
ELP," 97,152 ",2,450.01,0,1,0,0,0,0,1,0
TUS," 96,391 ",2,439.35,0,1,0,0,0,0,0,1
ALB," 89,018 ",2,475.63,0,1,0,0,1,0,0,0
DSM," 83,986 ",2,425.99,0,1,0,0,0,1,0,0
BHM," 83,344 ",2,478.57,0,1,0,0,0,0,1,0
TUL," 81,978 ",2,461.86,0,1,0,0,0,0,1,0
SYR," 77,477 ",2,460.76,0,1,0,0,1,0,0,0
ROC," 76,097 ",2,423.89,0,1,0,0,1,0,0,0
GSP," 68,771 ",2,458.95,0,1,0,0,0,0,1,0
MSN," 67,555 ",2,567.77,0,1,0,0,0,1,0,0
TYS," 65,985 ",2,508.74,0,1,0,0,0,0,1,0
LIT," 59,997 ",2,481.76,0,1,0,0,0,0,1,0
KOA," 58,932 ",2,361.56,0,1,0,0,0,0,0,1
PWM," 58,841 ",2,461.90,0,1,0,0,1,0,0,0
SAV," 58,711 ",2,492.56,0,1,0,0,0,0,1,0
GSO," 56,458 ",2,508.53,0,1,0,0,0,0,1,0
HPN," 55,315 ",2,427.49,0,1,0,0,1,0,0,0
SFB," 52,979 ",2,111.85,0,1,0,0,0,0,1,0
PNS," 51,668 ",2,500.23,0,1,0,0,0,0,1,0
LIH," 50,998 ",2,329.27,0,1,0,0,0,0,0,1
FAT," 50,668 ",2,499.02,0,1,0,0,0,0,0,1
MHT," 50,192 ",2,427.39,0,1,0,0,1,0,0,0
ICT," 49,142 ",2,432.84,0,1,0,0,0,1,0,0
DAY," 46,771 ",2,467.86,0,1,0,0,0,1,0,0
XNA," 46,289 ",2,560.36,0,1,0,0,0,0,1,0
ISP," 46,103 ",2,338.08,0,1,0,0,1,0,0,0
PIE," 44,522 ",2,112.97,0,1,0,0,0,0,1,0
LAX," 1,401,452 ",3,422.10,0,0,1,0,0,0,0,1
ORD," 1,118,136 ",3,371.10,0,0,1,0,0,1,0,0
DEN," 1,035,031 ",3,350.96,0,0,1,0,0,0,0,1
ATL," 980,434 ",3,414.08,0,0,1,0,0,0,1,0
BOS," 935,978 ",3,395.71,0,0,1,0,1,0,0,0
SFO," 912,366 ",3,459.74,0,0,1,0,0,0,0,1
SEA," 902,901 ",3,391.22,0,0,1,0,0,0,0,1
EWR," 849,241 ",3,519.46,0,0,1,0,1,0,0,0
DFW," 819,377 ",3,394.84,0,0,1,0,0,0,1,0
JFK," 760,592 ",3,467.36,0,0,1,0,1,0,0,0
LGA," 720,310 ",3,387.37,0,0,1,0,1,0,0,0
MCO," 709,887 ",3,311.89,0,0,1,0,0,0,1,0
PHX," 701,600 ",3,371.48,0,0,1,0,0,0,0,1
MSP," 644,236 ",3,461.25,0,0,1,0,0,1,0,0
LAS," 631,585 ",3,263.66,0,0,1,0,0,0,0,1
PHL," 607,992 ",3,416.92,0,0,1,0,1,0,0,0
SAN," 568,746 ",3,392.29,0,0,1,0,0,0,0,1
DTW," 565,317 ",3,444.85,0,0,1,0,0,1,0,0
FLL," 536,275 ",3,286.94,0,0,1,0,0,0,1,0
BWI," 536,148 ",3,355.83,0,0,1,0,0,0,1,0
DCA," 516,863 ",3,379.54,0,0,1,0,0,0,1,0
IAH," 498,139 ",3,482.29,0,0,1,0,0,0,1,0
PDX," 481,330 ",3,380.83,0,0,1,0,0,0,0,1
TPA," 452,816 ",3,344.57,0,0,1,0,0,0,1,0
AUS," 412,378 ",3,387.51,0,0,1,0,0,0,1,0
SLC," 391,333 ",3,416.56,0,0,1,0,0,0,0,1
CLT," 386,574 ",3,484.72,0,0,1,0,0,0,1,0
SJC," 384,362 ",3,374.20,0,0,1,0,0,0,0,1
RDU," 364,230 ",3,405.37,0,0,1,0,0,0,1,0
MIA," 353,159 ",3,377.91,0,0,1,0,0,0,1,0
SMF," 353,135 ",3,407.49,0,0,1,0,0,0,0,1
BNA," 351,195 ",3,418.01,0,0,1,0,0,0,1,0
MDW," 339,365 ",3,319.98,0,0,1,0,0,1,0,0
OAK," 330,576 ",3,345.68,0,0,1,0,0,0,0,1
STL," 315,638 ",3,407.26,0,0,1,0,0,1,0,0
MCI," 299,998 ",3,393.30,0,0,1,0,0,1,0,0
HNL," 295,221 ",3,419.64,0,0,1,0,0,0,0,1
IAD," 283,462 ",3,485.07,0,0,1,0,0,0,1,0
DAL," 279,833 ",3,302.97,0,0,1,0,0,0,1,0
CLE," 275,412 ",3,382.89,0,0,1,0,0,1,0,0
MSY," 267,473 ",3,357.31,0,0,1,0,0,0,1,0
IND," 266,197 ",3,406.16,0,0,1,0,0,1,0,0
PIT," 264,483 ",3,423.60,0,0,1,0,1,0,0,0
SNA," 253,110 ",3,403.23,0,0,1,0,0,0,0,1
CVG," 250,926 ",3,463.11,0,0,1,0,0,1,0,0
SAT," 238,614 ",3,437.15,0,0,1,0,0,0,1,0
HOU," 235,116 ",3,375.27,0,0,1,0,0,0,1,0
CMH," 231,767 ",3,432.86,0,0,1,0,0,1,0,0
BDL," 206,307 ",3,433.92,0,0,1,0,1,0,0,0
SJU," 200,811 ",3,355.69,0,0,1,0,0,0,1,0
MKE," 196,915 ",3,390.90,0,0,1,0,0,1,0,0
RSW," 178,463 ",3,352.32,0,0,1,0,0,0,1,0
JAX," 172,463 ",3,414.16,0,0,1,0,0,0,1,0
BUR," 167,487 ",3,327.79,0,0,1,0,0,0,0,1
PBI," 158,587 ",3,353.70,0,0,1,0,0,0,1,0
ONT," 157,682 ",3,388.93,0,0,1,0,0,0,0,1
BUF," 144,958 ",3,357.17,0,0,1,0,1,0,0,0
OMA," 140,073 ",3,425.09,0,0,1,0,0,1,0,0
ABQ," 128,946 ",3,415.65,0,0,1,0,0,0,0,1
RIC," 126,251 ",3,461.49,0,0,1,0,0,0,1,0
MEM," 124,411 ",3,429.75,0,0,1,0,0,0,1,0
PVD," 117,256 ",3,393.63,0,0,1,0,1,0,0,0
OKC," 117,098 ",3,457.51,0,0,1,0,0,0,1,0
BOI," 112,882 ",3,401.10,0,0,1,0,0,0,0,1
ORF," 109,959 ",3,482.74,0,0,1,0,0,0,1,0
GRR," 108,277 ",3,459.88,0,0,1,0,0,1,0,0
SDF," 107,604 ",3,462.65,0,0,1,0,0,0,1,0
GEG," 107,090 ",3,407.29,0,0,1,0,0,0,0,1
CHS," 106,675 ",3,416.59,0,0,1,0,0,0,1,0
ANC," 106,205 ",3,465.24,0,0,1,0,0,0,0,1
RNO," 101,528 ",3,389.46,0,0,1,0,0,0,0,1
LGB," 99,852 ",3,275.83,0,0,1,0,0,0,0,1
OGG," 99,815 ",3,353.03,0,0,1,0,0,0,0,1
ELP," 97,152 ",3,445.42,0,0,1,0,0,0,1,0
TUS," 96,391 ",3,446.27,0,0,1,0,0,0,0,1
ALB," 89,018 ",3,480.60,0,0,1,0,1,0,0,0
DSM," 83,986 ",3,416.45,0,0,1,0,0,1,0,0
BHM," 83,344 ",3,477.96,0,0,1,0,0,0,1,0
TUL," 81,978 ",3,459.95,0,0,1,0,0,0,1,0
SYR," 77,477 ",3,452.04,0,0,1,0,1,0,0,0
ROC," 76,097 ",3,421.33,0,0,1,0,1,0,0,0
GSP," 68,771 ",3,452.14,0,0,1,0,0,0,1,0
MSN," 67,555 ",3,554.95,0,0,1,0,0,1,0,0
TYS," 65,985 ",3,505.42,0,0,1,0,0,0,1,0
LIT," 59,997 ",3,481.88,0,0,1,0,0,0,1,0
KOA," 58,932 ",3,348.51,0,0,1,0,0,0,0,1
PWM," 58,841 ",3,458.08,0,0,1,0,1,0,0,0
SAV," 58,711 ",3,464.29,0,0,1,0,0,0,1,0
GSO," 56,458 ",3,487.00,0,0,1,0,0,0,1,0
HPN," 55,315 ",3,421.13,0,0,1,0,1,0,0,0
SFB," 52,979 ",3,101.83,0,0,1,0,0,0,1,0
PNS," 51,668 ",3,508.06,0,0,1,0,0,0,1,0
LIH," 50,998 ",3,312.84,0,0,1,0,0,0,0,1
FAT," 50,668 ",3,492.25,0,0,1,0,0,0,0,1
MHT," 50,192 ",3,413.70,0,0,1,0,1,0,0,0
ICT," 49,142 ",3,433.69,0,0,1,0,0,1,0,0
DAY," 46,771 ",3,463.66,0,0,1,0,0,1,0,0
XNA," 46,289 ",3,531.39,0,0,1,0,0,0,1,0
ISP," 46,103 ",3,336.03,0,0,1,0,1,0,0,0
PIE," 44,522 ",3,98.33,0,0,1,0,0,0,1,0
LAX," 1,401,452 ",4,418.48,0,0,0,1,0,0,0,1
ORD," 1,118,136 ",4,363.01,0,0,0,1,0,1,0,0
DEN," 1,035,031 ",4,339.50,0,0,0,1,0,0,0,1
ATL," 980,434 ",4,395.97,0,0,0,1,0,0,1,0
BOS," 935,978 ",4,399.85,0,0,0,1,1,0,0,0
SFO," 912,366 ",4,457.05,0,0,0,1,0,0,0,1
SEA," 902,901 ",4,400.77,0,0,0,1,0,0,0,1
EWR," 849,241 ",4,500.52,0,0,0,1,1,0,0,0
DFW," 819,377 ",4,379.35,0,0,0,1,0,0,1,0
JFK," 760,592 ",4,454.62,0,0,0,1,1,0,0,0
LGA," 720,310 ",4,383.76,0,0,0,1,1,0,0,0
MCO," 709,887 ",4,298.17,0,0,0,1,0,0,1,0
PHX," 701,600 ",4,368.89,0,0,0,1,0,0,0,1
MSP," 644,236 ",4,445.79,0,0,0,1,0,1,0,0
LAS," 631,585 ",4,258.85,0,0,0,1,0,0,0,1
PHL," 607,992 ",4,405.40,0,0,0,1,1,0,0,0
SAN," 568,746 ",4,392.02,0,0,0,1,0,0,0,1
DTW," 565,317 ",4,438.56,0,0,0,1,0,1,0,0
FLL," 536,275 ",4,274.82,0,0,0,1,0,0,1,0
BWI," 536,148 ",4,357.51,0,0,0,1,0,0,1,0
DCA," 516,863 ",4,378.28,0,0,0,1,0,0,1,0
IAH," 498,139 ",4,456.27,0,0,0,1,0,0,1,0
PDX," 481,330 ",4,382.68,0,0,0,1,0,0,0,1
TPA," 452,816 ",4,337.88,0,0,0,1,0,0,1,0
AUS," 412,378 ",4,399.03,0,0,0,1,0,0,1,0
SLC," 391,333 ",4,413.98,0,0,0,1,0,0,0,1
CLT," 386,574 ",4,454.32,0,0,0,1,0,0,1,0
SJC," 384,362 ",4,370.88,0,0,0,1,0,0,0,1
RDU," 364,230 ",4,392.58,0,0,0,1,0,0,1,0
MIA," 353,159 ",4,336.16,0,0,0,1,0,0,1,0
SMF," 353,135 ",4,395.05,0,0,0,1,0,0,0,1
BNA," 351,195 ",4,406.99,0,0,0,1,0,0,1,0
MDW," 339,365 ",4,330.29,0,0,0,1,0,1,0,0
OAK," 330,576 ",4,337.52,0,0,0,1,0,0,0,1
STL," 315,638 ",4,394.53,0,0,0,1,0,1,0,0
MCI," 299,998 ",4,395.34,0,0,0,1,0,1,0,0
HNL," 295,221 ",4,424.61,0,0,0,1,0,0,0,1
IAD," 283,462 ",4,504.79,0,0,0,1,0,0,1,0
DAL," 279,833 ",4,306.56,0,0,0,1,0,0,1,0
CLE," 275,412 ",4,368.07,0,0,0,1,0,1,0,0
MSY," 267,473 ",4,359.25,0,0,0,1,0,0,1,0
IND," 266,197 ",4,397.04,0,0,0,1,0,1,0,0
PIT," 264,483 ",4,418.29,0,0,0,1,1,0,0,0
SNA," 253,110 ",4,398.08,0,0,0,1,0,0,0,1
CVG," 250,926 ",4,448.99,0,0,0,1,0,1,0,0
SAT," 238,614 ",4,420.32,0,0,0,1,0,0,1,0
HOU," 235,116 ",4,363.78,0,0,0,1,0,0,1,0
CMH," 231,767 ",4,413.00,0,0,0,1,0,1,0,0
BDL," 206,307 ",4,429.12,0,0,0,1,1,0,0,0
SJU," 200,811 ",4,335.79,0,0,0,1,0,0,1,0
MKE," 196,915 ",4,388.94,0,0,0,1,0,1,0,0
RSW," 178,463 ",4,333.68,0,0,0,1,0,0,1,0
JAX," 172,463 ",4,405.57,0,0,0,1,0,0,1,0
BUR," 167,487 ",4,321.00,0,0,0,1,0,0,0,1
PBI," 158,587 ",4,338.46,0,0,0,1,0,0,1,0
ONT," 157,682 ",4,371.50,0,0,0,1,0,0,0,1
BUF," 144,958 ",4,348.34,0,0,0,1,1,0,0,0
OMA," 140,073 ",4,432.74,0,0,0,1,0,1,0,0
ABQ," 128,946 ",4,407.29,0,0,0,1,0,0,0,1
RIC," 126,251 ",4,461.03,0,0,0,1,0,0,1,0
MEM," 124,411 ",4,422.17,0,0,0,1,0,0,1,0
PVD," 117,256 ",4,389.34,0,0,0,1,1,0,0,0
OKC," 117,098 ",4,438.57,0,0,0,1,0,0,1,0
BOI," 112,882 ",4,392.89,0,0,0,1,0,0,0,1
ORF," 109,959 ",4,467.74,0,0,0,1,0,0,1,0
GRR," 108,277 ",4,450.05,0,0,0,1,0,1,0,0
SDF," 107,604 ",4,452.51,0,0,0,1,0,0,1,0
GEG," 107,090 ",4,399.91,0,0,0,1,0,0,0,1
CHS," 106,675 ",4,407.88,0,0,0,1,0,0,1,0
ANC," 106,205 ",4,530.61,0,0,0,1,0,0,0,1
RNO," 101,528 ",4,371.33,0,0,0,1,0,0,0,1
LGB," 99,852 ",4,263.82,0,0,0,1,0,0,0,1
OGG," 99,815 ",4,336.52,0,0,0,1,0,0,0,1
ELP," 97,152 ",4,432.48,0,0,0,1,0,0,1,0
TUS," 96,391 ",4,428.03,0,0,0,1,0,0,0,1
ALB," 89,018 ",4,449.62,0,0,0,1,1,0,0,0
DSM," 83,986 ",4,418.51,0,0,0,1,0,1,0,0
BHM," 83,344 ",4,471.14,0,0,0,1,0,0,1,0
TUL," 81,978 ",4,445.91,0,0,0,1,0,0,1,0
SYR," 77,477 ",4,442.99,0,0,0,1,1,0,0,0
ROC," 76,097 ",4,391.92,0,0,0,1,1,0,0,0
GSP," 68,771 ",4,431.99,0,0,0,1,0,0,1,0
MSN," 67,555 ",4,569.91,0,0,0,1,0,1,0,0
TYS," 65,985 ",4,485.83,0,0,0,1,0,0,1,0
LIT," 59,997 ",4,459.43,0,0,0,1,0,0,1,0
KOA," 58,932 ",4,348.28,0,0,0,1,0,0,0,1
PWM," 58,841 ",4,439.05,0,0,0,1,1,0,0,0
SAV," 58,711 ",4,469.37,0,0,0,1,0,0,1,0
GSO," 56,458 ",4,465.41,0,0,0,1,0,0,1,0
HPN," 55,315 ",4,442.13,0,0,0,1,1,0,0,0
SFB," 52,979 ",4,103.63,0,0,0,1,0,0,1,0
PNS," 51,668 ",4,493.44,0,0,0,1,0,0,1,0
LIH," 50,998 ",4,309.88,0,0,0,1,0,0,0,1
FAT," 50,668 ",4,486.32,0,0,0,1,0,0,0,1
MHT," 50,192 ",4,404.44,0,0,0,1,1,0,0,0
ICT," 49,142 ",4,427.37,0,0,0,1,0,1,0,0
DAY," 46,771 ",4,454.21,0,0,0,1,0,1,0,0
XNA," 46,289 ",4,560.36,0,0,0,1,0,0,1,0
ISP," 46,103 ",4,353.69,0,0,0,1,1,0,0,0
PIE," 44,522 ",4,100.94,0,0,0,1,0,0,1,0
LAX," 1,401,452 ",5,392.22,1,0,0,0,0,0,0,1
ORD," 1,118,136 ",5,366.69,1,0,0,0,0,1,0,0
DEN," 1,035,031 ",5,353.47,1,0,0,0,0,0,0,1
ATL," 980,434 ",5,404.58,1,0,0,0,0,0,1,0
BOS," 935,978 ",5,398.14,1,0,0,0,1,0,0,0
SFO," 912,366 ",5,430.99,1,0,0,0,0,0,0,1
SEA," 902,901 ",5,366.18,1,0,0,0,0,0,0,1
EWR," 849,241 ",5,486.83,1,0,0,0,1,0,0,0
DFW," 819,377 ",5,381.01,1,0,0,0,0,0,1,0
JFK," 760,592 ",5,436.31,1,0,0,0,1,0,0,0
LGA," 720,310 ",5,364.66,1,0,0,0,1,0,0,0
MCO," 709,887 ",5,283.07,1,0,0,0,0,0,1,0
PHX," 701,600 ",5,368.86,1,0,0,0,0,0,0,1
MSP," 644,236 ",5,450.60,1,0,0,0,0,1,0,0
LAS," 631,585 ",5,253.14,1,0,0,0,0,0,0,1
PHL," 607,992 ",5,404.81,1,0,0,0,1,0,0,0
SAN," 568,746 ",5,379.61,1,0,0,0,0,0,0,1
DTW," 565,317 ",5,426.17,1,0,0,0,0,1,0,0
FLL," 536,275 ",5,273.77,1,0,0,0,0,0,1,0
BWI," 536,148 ",5,353.95,1,0,0,0,0,0,1,0
DCA," 516,863 ",5,372.40,1,0,0,0,0,0,1,0
IAH," 498,139 ",5,481.22,1,0,0,0,0,0,1,0
